,date,title,summary
2131,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2132,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2133,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2134,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2135,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2136,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2137,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2138,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2139,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2140,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2141,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2142,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2143,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2144,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2145,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2146,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2147,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2148,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2149,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2150,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2151,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2152,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2153,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2154,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2155,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2156,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2157,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2158,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2159,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2160,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2161,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2162,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2163,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2164,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2165,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2166,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2167,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
