,date,title,summary
1921,2019.06.10.,"[현승윤 칼럼] '1945년 이전 일본'과의 싸움, 벗어날 때 됐다",도널드 트럼프 미국 대통령이 지난달 말 일본을 방문했다. 진주만 공습을 주도했던 항공모함 이름과 같은 호위함 ‘가가호’에 오른 그는 “일본은 미군의 믿을 수 있는 파트너”라며 “여러 지역의 분쟁 해소에 기여할...
1922,2019.06.10.,"""김정은, 트럼프 재선될지 점까지 봤다""",'김정은 평전' 펴낸 파이필드 WP 베이징지국장 인터뷰 '김정은의 보좌관 한 명이 한국의 전통적인 점쟁이에게 트럼프의 재선 가능성을 물었는데 점쟁이는 트럼프가 재선된다고 했다. ' 이번 주 한국과 미국에서 출간되는...
1923,2019.06.10.,"中, 삼성-SK 불러 “美의 압박에 협조땐 심각한 결과”",도널드 트럼프 미 행정부의 대중 압박에 협조하면 “심각한 결과(dire consequences)에 직면할 것”이라고... 한 트럼프 행정부에 협력하지 말라고 요구했다고 보도했다. 중국 정부는 중국 기업과 국가 안보에 피해를 주는...
1924,2019.06.10.,"“트럼프, 시진핑과 회담 결렬땐 기꺼이 관세 부과”","美재무 “G20서 무역협상 타결 시도” 도널드 트럼프 미국 대통령이 이달 말 시진핑 중국 국가주석과 만나... 므누신 장관은 이날 미 CNBC 인터뷰에서 “트럼프 대통령이 28, 29일 일본 오사카에서 열리는 주요 20개국(G20)..."
1925,2019.06.10.,1년 롤러코스터 탄 北-美… “재시동 변수는 트럼프 재선 지지율”,싱가포르 북미정상회담 그후 1년 12일은 도널드 트럼프 미국 대통령과 김정은 북한 국무위원장이 지난해... 하지만 18일부터 재선 운동에 돌입하는 트럼프 대통령과 이런 상황을 이용하려는 김 위원장의 수 싸움이...
1926,2019.06.10.,"美-中, 기술패권 경쟁속 양자택일 강요… 한국기업 진퇴양난",중국 정부는 미국 기업에 트럼프 행정부의 제재를 따르면 ‘심각한 결과(dire consequences)’에 직면할 것이라고 경고하는 한편 행정부의 조치를 철회시키기 위한 로비를 해야 한다는 것을 시사했다고 뉴욕타임스(NYT)는...
1927,2019.06.10.,트럼프를 ‘내 친구’라 처음 부른 시진핑… “中-美 모두 완전한 단절 원하지...,도널드 트럼프 미국 대통령을 ‘친구’라고 부르며 “중미(미중) 모두 완전한 단절을 원하지 않을 것”이라고 밝혔다. 그간 시 주석을 종종 ‘친구’라고 언급한 트럼프 대통령과 달리 시 주석이 공개석상에서 트럼프...
1928,2019.06.10.,[정미경의 이런 영어 저런 미국]옹졸하게 굴지 말자,도널드 트럼프 시대의 혼란한 정치에 지쳤기 때문이 아닐까요. 또 트럼프 대통령의 빈곤한 연설력과 비교되는 케네디의 명연설에 대한 향수가 많이 남아 있기 때문이겠죠. △Neither the fanatics nor the faint...
1929,2019.06.10.,美 화웨이 압박 기류 거세 한국도 전략적 대응 절실[광화문에서/이정은],지한파 미 전문가들조차 “미중 사이에서 선택을 꺼리는 한국의 입장은 (얼핏 보면) 합리적 접근일지 모르나 도널드 트럼프 미 행정부는 선택을 원한다”는 말을 반복했다. 한국 측 인사들이 “미국이 그런 식으로 한국을...
1930,2019.06.10.,"[사설] 트럼프·시진핑, G20 정상회의서 무역전쟁 끝내라","이제 G20 정상회의 기간 중 이뤄질 도널드 트럼프 미국 대통령과 시진핑 중국 국가주석의 별도 회동이... 시 주석이 지난 7일 트럼프 미국 대통령을 처음으로 '내 친구'라고 부르며 부드러운 자세를 보이고, 트럼프..."
1931,2019.06.10.,"[현승윤 칼럼] '1945년 이전 일본'과의 싸움, 벗어날 때 됐다",도널드 트럼프 미국 대통령이 지난달 말 일본을 방문했다. 진주만 공습을 주도했던 항공모함 이름과 같은 호위함 ‘가가호’에 오른 그는 “일본은 미군의 믿을 수 있는 파트너”라며 “여러 지역의 분쟁 해소에 기여할...
1932,2019.06.10.,"""김정은, 트럼프 재선될지 점까지 봤다""",'김정은 평전' 펴낸 파이필드 WP 베이징지국장 인터뷰 '김정은의 보좌관 한 명이 한국의 전통적인 점쟁이에게 트럼프의 재선 가능성을 물었는데 점쟁이는 트럼프가 재선된다고 했다. ' 이번 주 한국과 미국에서 출간되는...
1933,2019.06.10.,"中, 삼성-SK 불러 “美의 압박에 협조땐 심각한 결과”",도널드 트럼프 미 행정부의 대중 압박에 협조하면 “심각한 결과(dire consequences)에 직면할 것”이라고... 한 트럼프 행정부에 협력하지 말라고 요구했다고 보도했다. 중국 정부는 중국 기업과 국가 안보에 피해를 주는...
1934,2019.06.10.,1년 롤러코스터 탄 北-美… “재시동 변수는 트럼프 재선 지지율”,싱가포르 북미정상회담 그후 1년 12일은 도널드 트럼프 미국 대통령과 김정은 북한 국무위원장이 지난해... 하지만 18일부터 재선 운동에 돌입하는 트럼프 대통령과 이런 상황을 이용하려는 김 위원장의 수 싸움이...
1935,2019.06.10.,"美-中, 기술패권 경쟁속 양자택일 강요… 한국기업 진퇴양난",중국 정부는 미국 기업에 트럼프 행정부의 제재를 따르면 ‘심각한 결과(dire consequences)’에 직면할 것이라고 경고하는 한편 행정부의 조치를 철회시키기 위한 로비를 해야 한다는 것을 시사했다고 뉴욕타임스(NYT)는...
1936,2019.06.10.,[정미경의 이런 영어 저런 미국]옹졸하게 굴지 말자,도널드 트럼프 시대의 혼란한 정치에 지쳤기 때문이 아닐까요. 또 트럼프 대통령의 빈곤한 연설력과 비교되는 케네디의 명연설에 대한 향수가 많이 남아 있기 때문이겠죠. △Neither the fanatics nor the faint...
1937,2019.06.10.,트럼프를 ‘내 친구’라 처음 부른 시진핑… “中-美 모두 완전한 단절 원하지...,도널드 트럼프 미국 대통령을 ‘친구’라고 부르며 “중미(미중) 모두 완전한 단절을 원하지 않을 것”이라고 밝혔다. 그간 시 주석을 종종 ‘친구’라고 언급한 트럼프 대통령과 달리 시 주석이 공개석상에서 트럼프...
1938,2019.06.10.,"“트럼프, 시진핑과 회담 결렬땐 기꺼이 관세 부과”","美재무 “G20서 무역협상 타결 시도” 도널드 트럼프 미국 대통령이 이달 말 시진핑 중국 국가주석과 만나... 므누신 장관은 이날 미 CNBC 인터뷰에서 “트럼프 대통령이 28, 29일 일본 오사카에서 열리는 주요 20개국(G20)..."
1939,2019.06.10.,美 화웨이 압박 기류 거세 한국도 전략적 대응 절실[광화문에서/이정은],지한파 미 전문가들조차 “미중 사이에서 선택을 꺼리는 한국의 입장은 (얼핏 보면) 합리적 접근일지 모르나 도널드 트럼프 미 행정부는 선택을 원한다”는 말을 반복했다. 한국 측 인사들이 “미국이 그런 식으로 한국을...
1940,2019.06.10.,"[사설] 트럼프·시진핑, G20 정상회의서 무역전쟁 끝내라","이제 G20 정상회의 기간 중 이뤄질 도널드 트럼프 미국 대통령과 시진핑 중국 국가주석의 별도 회동이... 시 주석이 지난 7일 트럼프 미국 대통령을 처음으로 '내 친구'라고 부르며 부드러운 자세를 보이고, 트럼프..."
1941,2019.06.10.,"[현승윤 칼럼] '1945년 이전 일본'과의 싸움, 벗어날 때 됐다",도널드 트럼프 미국 대통령이 지난달 말 일본을 방문했다. 진주만 공습을 주도했던 항공모함 이름과 같은 호위함 ‘가가호’에 오른 그는 “일본은 미군의 믿을 수 있는 파트너”라며 “여러 지역의 분쟁 해소에 기여할...
1942,2019.06.10.,"""김정은, 트럼프 재선될지 점까지 봤다""",'김정은 평전' 펴낸 파이필드 WP 베이징지국장 인터뷰 '김정은의 보좌관 한 명이 한국의 전통적인 점쟁이에게 트럼프의 재선 가능성을 물었는데 점쟁이는 트럼프가 재선된다고 했다. ' 이번 주 한국과 미국에서 출간되는...
1943,2019.06.10.,"中, 삼성-SK 불러 “美의 압박에 협조땐 심각한 결과”",도널드 트럼프 미 행정부의 대중 압박에 협조하면 “심각한 결과(dire consequences)에 직면할 것”이라고... 한 트럼프 행정부에 협력하지 말라고 요구했다고 보도했다. 중국 정부는 중국 기업과 국가 안보에 피해를 주는...
1944,2019.06.10.,[정미경의 이런 영어 저런 미국]옹졸하게 굴지 말자,도널드 트럼프 시대의 혼란한 정치에 지쳤기 때문이 아닐까요. 또 트럼프 대통령의 빈곤한 연설력과 비교되는 케네디의 명연설에 대한 향수가 많이 남아 있기 때문이겠죠. △Neither the fanatics nor the faint...
1945,2019.06.10.,"美-中, 기술패권 경쟁속 양자택일 강요… 한국기업 진퇴양난",중국 정부는 미국 기업에 트럼프 행정부의 제재를 따르면 ‘심각한 결과(dire consequences)’에 직면할 것이라고 경고하는 한편 행정부의 조치를 철회시키기 위한 로비를 해야 한다는 것을 시사했다고 뉴욕타임스(NYT)는...
1946,2019.06.10.,트럼프를 ‘내 친구’라 처음 부른 시진핑… “中-美 모두 완전한 단절 원하지...,도널드 트럼프 미국 대통령을 ‘친구’라고 부르며 “중미(미중) 모두 완전한 단절을 원하지 않을 것”이라고 밝혔다. 그간 시 주석을 종종 ‘친구’라고 언급한 트럼프 대통령과 달리 시 주석이 공개석상에서 트럼프...
1947,2019.06.10.,"“트럼프, 시진핑과 회담 결렬땐 기꺼이 관세 부과”","美재무 “G20서 무역협상 타결 시도” 도널드 트럼프 미국 대통령이 이달 말 시진핑 중국 국가주석과 만나... 므누신 장관은 이날 미 CNBC 인터뷰에서 “트럼프 대통령이 28, 29일 일본 오사카에서 열리는 주요 20개국(G20)..."
1948,2019.06.10.,1년 롤러코스터 탄 北-美… “재시동 변수는 트럼프 재선 지지율”,싱가포르 북미정상회담 그후 1년 12일은 도널드 트럼프 미국 대통령과 김정은 북한 국무위원장이 지난해... 하지만 18일부터 재선 운동에 돌입하는 트럼프 대통령과 이런 상황을 이용하려는 김 위원장의 수 싸움이...
1949,2019.06.10.,美 화웨이 압박 기류 거세 한국도 전략적 대응 절실[광화문에서/이정은],지한파 미 전문가들조차 “미중 사이에서 선택을 꺼리는 한국의 입장은 (얼핏 보면) 합리적 접근일지 모르나 도널드 트럼프 미 행정부는 선택을 원한다”는 말을 반복했다. 한국 측 인사들이 “미국이 그런 식으로 한국을...
1950,2019.06.10.,"[사설] 트럼프·시진핑, G20 정상회의서 무역전쟁 끝내라","이제 G20 정상회의 기간 중 이뤄질 도널드 트럼프 미국 대통령과 시진핑 중국 국가주석의 별도 회동이... 시 주석이 지난 7일 트럼프 미국 대통령을 처음으로 '내 친구'라고 부르며 부드러운 자세를 보이고, 트럼프..."
1951,2019.06.10.,"[현승윤 칼럼] '1945년 이전 일본'과의 싸움, 벗어날 때 됐다",도널드 트럼프 미국 대통령이 지난달 말 일본을 방문했다. 진주만 공습을 주도했던 항공모함 이름과 같은 호위함 ‘가가호’에 오른 그는 “일본은 미군의 믿을 수 있는 파트너”라며 “여러 지역의 분쟁 해소에 기여할...
1952,2019.06.10.,"""김정은, 트럼프 재선될지 점까지 봤다""",'김정은 평전' 펴낸 파이필드 WP 베이징지국장 인터뷰 '김정은의 보좌관 한 명이 한국의 전통적인 점쟁이에게 트럼프의 재선 가능성을 물었는데 점쟁이는 트럼프가 재선된다고 했다. ' 이번 주 한국과 미국에서 출간되는...
1953,2019.06.10.,"中, 삼성-SK 불러 “美의 압박에 협조땐 심각한 결과”",도널드 트럼프 미 행정부의 대중 압박에 협조하면 “심각한 결과(dire consequences)에 직면할 것”이라고... 한 트럼프 행정부에 협력하지 말라고 요구했다고 보도했다. 중국 정부는 중국 기업과 국가 안보에 피해를 주는...
1954,2019.06.10.,"“트럼프, 시진핑과 회담 결렬땐 기꺼이 관세 부과”","美재무 “G20서 무역협상 타결 시도” 도널드 트럼프 미국 대통령이 이달 말 시진핑 중국 국가주석과 만나... 므누신 장관은 이날 미 CNBC 인터뷰에서 “트럼프 대통령이 28, 29일 일본 오사카에서 열리는 주요 20개국(G20)..."
1955,2019.06.10.,"美-中, 기술패권 경쟁속 양자택일 강요… 한국기업 진퇴양난",중국 정부는 미국 기업에 트럼프 행정부의 제재를 따르면 ‘심각한 결과(dire consequences)’에 직면할 것이라고 경고하는 한편 행정부의 조치를 철회시키기 위한 로비를 해야 한다는 것을 시사했다고 뉴욕타임스(NYT)는...
1956,2019.06.10.,[정미경의 이런 영어 저런 미국]옹졸하게 굴지 말자,도널드 트럼프 시대의 혼란한 정치에 지쳤기 때문이 아닐까요. 또 트럼프 대통령의 빈곤한 연설력과 비교되는 케네디의 명연설에 대한 향수가 많이 남아 있기 때문이겠죠. △Neither the fanatics nor the faint...
